customer_id,gender,age,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST_03822,Male,29,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),56.46,1475.32,Yes
CUST_03823,Female,39,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,73.18,1091.59,Yes
CUST_03824,Male,25,0,Yes,Yes,28,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Electronic check,94.32,2548.87,No
CUST_03825,Male,66,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,68.15,1498.52,Yes
CUST_03826,Male,34,0,Yes,Yes,24,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,82.47,1896.99,Yes
CUST_03827,Male,52,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.48,1514.63,No
CUST_03828,Male,65,0,Yes,No,32,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,79.06,2560.16,No
CUST_03829,Female,37,1,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,786.65,No
CUST_03830,Male,52,0,No,Yes,35,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Mailed check,51.58,1794.32,No
CUST_03831,Male,29,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.52,3718.45,No
CUST_03832,Female,80,0,Yes,No,50,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),54.76,2722.44,No
CUST_03833,Female,59,0,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.79,3800.87,Yes
CUST_03834,Male,42,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.26,20,Yes
CUST_03835,Male,33,0,Yes,No,41,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,52.1,2160.13,Yes
CUST_03836,Male,43,0,No,Yes,1,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,79.62,110.38,No
CUST_03837,Female,39,0,Yes,Yes,28,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),64.51,1813.16,Yes
CUST_03838,Male,74,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.84,103.11,No
CUST_03839,Female,26,0,No,No,17,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),76.19,1282.87,Yes
CUST_03840,Female,47,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,61.85,1683.03,Yes
CUST_03841,Female,44,0,No,No,12,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,60.73,727.06,No
CUST_03842,Male,43,0,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,69.92,3277.34,No
CUST_03843,Male,43,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.49,436.62,Yes
CUST_03844,Male,43,0,Yes,No,2,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),22.77,51.64,Yes
CUST_03845,Male,58,0,Yes,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.0,399.92,No
CUST_03846,Female,54,0,Yes,No,68,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,46.01,3079.28,No
CUST_03847,Female,51,0,Yes,Yes,41,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,33.29,1351.29,No
CUST_03848,Female,18,0,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),45.18,1516.42,Yes
CUST_03849,Female,49,0,No,Yes,7,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,75.33,499.08,Yes
CUST_03850,Male,20,0,Yes,No,17,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,30.74,574.67,Yes
CUST_03851,Male,54,0,Yes,No,54,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,64.04,3426.2,Yes
CUST_03852,Male,67,0,Yes,Yes,59,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,61.91,3703.29,No
CUST_03853,Female,31,1,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),43.83,627.15,No
CUST_03854,Female,41,0,Yes,No,58,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),47.04,2678.22,No
CUST_03855,Female,36,0,No,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),69.63,2074.19,No
CUST_03856,Male,63,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.0,777.28,Yes
CUST_03857,Male,46,1,Yes,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),77.97,1116.28,Yes
CUST_03858,Female,70,1,No,No,26,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,48.19,1174.67,No
CUST_03859,Male,51,0,No,No,43,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,68.74,2929.5,No
CUST_03860,Female,48,0,Yes,No,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,891.84,No
CUST_03861,Female,46,0,Yes,No,36,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),49.45,1879.9,Yes
CUST_03862,Female,57,0,No,No,31,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,57.44,1828.75,No
CUST_03863,Male,18,0,No,No,9,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),56.38,431.49,Yes
CUST_03864,Male,46,0,Yes,No,12,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),41.0,485.09,No
CUST_03865,Male,43,0,Yes,No,11,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,57.5,534.11,No
CUST_03866,Male,55,0,Yes,No,2,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,33.11,35.44,Yes
CUST_03867,Male,42,0,No,No,5,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,44.64,226.05,Yes
CUST_03868,Female,29,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,58.87,553.88,Yes
CUST_03869,Female,45,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,46.72,917.79,Yes
CUST_03870,Male,28,0,No,No,24,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,61.3,1421.76,No
CUST_03871,Male,18,0,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.0,649.32,No
CUST_03872,Male,55,0,Yes,No,7,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.06,309.37,Yes
CUST_03873,Male,53,0,Yes,No,18,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,76.55,1388.65,Yes
CUST_03874,Female,52,0,No,No,18,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),73.17,1353.24,No
CUST_03875,Male,64,0,No,No,12,No,No phone service,DSL,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),36.57,454.78,Yes
CUST_03876,Male,35,0,Yes,No,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),46.9,157.71,No
CUST_03877,Male,23,0,Yes,No,14,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,59.76,844.65,Yes
CUST_03878,Female,43,0,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.0,764.96,No
CUST_03879,Female,39,0,No,No,0,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,47.69,76.51,No
CUST_03880,Male,32,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Electronic check,88.37,5706.03,Yes
CUST_03881,Male,43,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),68.54,125.05,No
CUST_03882,Female,35,1,No,Yes,16,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,43.79,685.89,Yes
CUST_03883,Female,18,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),63.26,2134.82,No
CUST_03884,Male,38,0,Yes,Yes,7,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),47.11,402.12,Yes
CUST_03885,Female,27,0,No,Yes,4,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),53.5,290.82,Yes
CUST_03886,Female,48,1,No,No,23,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,51.36,1188.25,Yes
CUST_03887,Female,35,0,No,Yes,41,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),46.23,1854.7,Yes
CUST_03888,Female,61,1,Yes,No,36,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,33.01,1090.69,No
CUST_03889,Female,69,1,Yes,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.09,20,No
CUST_03890,Male,55,0,No,Yes,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),70.52,2814.08,No
CUST_03891,Female,21,1,Yes,No,35,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),53.58,1856.62,No
CUST_03892,Female,67,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),74.74,1184.75,Yes
CUST_03893,Female,68,0,No,Yes,21,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,78.43,1625.45,Yes
CUST_03894,Male,45,0,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.83,301.51,No
CUST_03895,Female,64,1,No,Yes,36,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,38.42,1395.72,No
CUST_03896,Female,36,0,Yes,No,27,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,72.57,1962.24,No
CUST_03897,Male,18,0,Yes,Yes,34,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),51.92,1752.87,No
CUST_03898,Female,33,0,No,No,30,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,51.41,1571.43,Yes
CUST_03899,Female,70,0,Yes,Yes,44,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),53.74,2399.18,No
CUST_03900,Female,22,0,Yes,No,17,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,68.98,1122.45,Yes
CUST_03901,Male,44,1,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.0,108.65,Yes
CUST_03902,Male,45,0,No,No,49,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),54.67,2703.6,Yes
CUST_03903,Female,37,1,No,No,52,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),67.53,3607.72,Yes
CUST_03904,Male,38,1,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),66.77,870.77,Yes
CUST_03905,Female,46,0,No,No,39,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),41.87,1683.11,Yes
CUST_03906,Male,36,1,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.0,100.32,No
CUST_03907,Female,23,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.51,219.16,Yes
CUST_03908,Male,48,0,No,No,18,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),57.14,1002.21,No
CUST_03909,Female,61,1,No,Yes,20,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,70.36,1260.15,No
CUST_03910,Male,58,0,Yes,No,46,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.63,2194.62,No
CUST_03911,Male,32,0,Yes,Yes,56,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),36.34,1952.75,No
CUST_03912,Male,26,0,Yes,Yes,64,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,67.87,4349.24,No
CUST_03913,Male,40,0,Yes,No,42,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,36.06,1465.74,Yes
CUST_03914,Female,68,0,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,38.47,1941.62,No
CUST_03915,Female,54,1,No,Yes,2,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,39.58,133.12,Yes
CUST_03916,Male,55,0,Yes,No,37,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),57.58,2087.1,No
CUST_03917,Female,58,1,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.0,714.79,No
CUST_03918,Male,51,1,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.51,826.42,No
CUST_03919,Female,46,1,Yes,No,20,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,58.69,1199.43,No
CUST_03920,Female,54,0,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),70.69,2771.72,No
CUST_03921,Female,36,0,No,No,22,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),42.64,882.83,Yes
CUST_03922,Male,23,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),81.0,307.87,Yes
CUST_03923,Female,55,0,No,No,36,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),48.79,1746.6,No
CUST_03924,Male,63,1,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),27.2,547.62,No
CUST_03925,Female,28,1,No,No,4,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,62.98,202.15,Yes
CUST_03926,Male,57,0,No,Yes,13,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),36.61,478.55,Yes
CUST_03927,Female,70,0,Yes,No,20,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,37.64,764.63,Yes
CUST_03928,Female,44,0,No,No,39,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),63.01,2414.93,No
CUST_03929,Female,32,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,67.84,506.64,Yes
CUST_03930,Male,46,0,No,No,5,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),31.55,139.46,Yes
CUST_03931,Female,36,0,No,No,61,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,23.94,1453.44,Yes
CUST_03932,Male,35,0,No,No,9,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,52.54,453.41,Yes
CUST_03933,Female,51,0,Yes,Yes,36,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,55.24,2046.77,Yes
CUST_03934,Male,20,0,No,Yes,42,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),73.83,3072.31,Yes
CUST_03935,Male,23,1,No,Yes,30,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,49.09,1422.16,Yes
CUST_03936,Female,45,0,No,Yes,5,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,20.19,89.28,No
CUST_03937,Male,44,0,Yes,No,29,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),86.97,2513.75,Yes
CUST_03938,Male,50,0,No,No,0,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),27.52,102.36,Yes
CUST_03939,Male,73,0,Yes,No,19,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),43.01,814.23,Yes
CUST_03940,Male,46,0,No,Yes,14,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,83.93,1116.6,Yes
CUST_03941,Female,53,0,Yes,Yes,27,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,33.75,1023.22,Yes
CUST_03942,Female,30,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.0,932.97,No
CUST_03943,Male,56,0,No,No,24,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,66.6,1685.51,No
CUST_03944,Male,37,0,No,Yes,20,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),36.07,773.67,No
CUST_03945,Male,46,0,No,No,65,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),44.54,2907.27,Yes
CUST_03946,Male,43,0,Yes,No,9,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),33.34,268.16,Yes
CUST_03947,Female,60,0,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,61.6,2703.89,No
CUST_03948,Female,25,0,No,No,18,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,39.37,731.6,No
CUST_03949,Male,18,1,No,Yes,23,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,30.67,684.21,Yes
CUST_03950,Male,41,0,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,83.35,1556.08,Yes
CUST_03951,Male,52,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),72.03,1566.39,Yes
CUST_03952,Female,47,0,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),68.14,483.03,Yes
CUST_03953,Female,63,0,Yes,Yes,47,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,66.54,3085.14,Yes
CUST_03954,Male,51,0,No,No,59,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,33.45,2032.12,No
CUST_03955,Male,36,0,Yes,No,20,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.21,1174.51,No
CUST_03956,Female,18,0,Yes,No,25,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,64.56,1547.82,Yes
CUST_03957,Female,41,0,No,Yes,1,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),40.04,58.45,Yes
CUST_03958,Male,60,0,No,Yes,34,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),59.81,2058.44,No
CUST_03959,Male,39,1,Yes,No,30,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,41.71,1251.9,Yes
CUST_03960,Male,45,0,No,Yes,21,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,77.22,1628.94,Yes
CUST_03961,Female,51,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,733.5,No
CUST_03962,Male,29,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.46,691.38,Yes
CUST_03963,Male,54,0,No,No,24,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),47.58,1157.33,No
CUST_03964,Female,69,1,No,No,0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,69.46,20,No
CUST_03965,Male,42,0,Yes,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),27.63,833.31,Yes
CUST_03966,Female,28,0,Yes,No,16,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),48.79,821.83,No
CUST_03967,Male,44,0,Yes,No,47,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,66.99,3119.64,No
CUST_03968,Male,18,0,No,No,13,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),22.48,291.95,No
CUST_03969,Female,50,0,Yes,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,57.03,67.21,Yes
CUST_03970,Male,51,0,Yes,No,10,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,41.53,383.6,No
CUST_03971,Female,70,0,No,No,30,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),56.7,1679.01,No
CUST_03972,Female,42,0,No,No,24,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),44.97,1063.53,Yes
CUST_03973,Male,51,0,Yes,No,30,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,66.55,2050.05,No
CUST_03974,Female,32,1,No,No,39,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,50.95,1994.32,No
CUST_03975,Male,39,0,No,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),54.57,760.52,No
CUST_03976,Female,22,0,No,No,12,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),52.12,624.37,Yes
CUST_03977,Male,42,0,Yes,No,7,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),53.9,335.97,Yes
CUST_03978,Female,40,0,No,No,11,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),56.74,568.95,Yes
CUST_03979,Male,49,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.0,476.23,No
CUST_03980,Male,35,0,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.88,523.8,No
CUST_03981,Female,46,0,Yes,No,18,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),47.29,803.11,Yes
CUST_03982,Female,39,0,No,Yes,21,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),52.74,1178.37,Yes
CUST_03983,Male,40,1,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,74.37,153.86,No
CUST_03984,Male,46,1,Yes,No,1,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,30.63,106.31,Yes
CUST_03985,Female,45,0,Yes,No,12,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),39.21,587.9,No
CUST_03986,Female,56,0,Yes,Yes,58,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),41.02,2428.24,Yes
CUST_03987,Male,43,0,No,No,0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,57.44,45.85,No
CUST_03988,Male,39,1,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.0,418.64,No
CUST_03989,Male,42,0,No,No,21,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,58.02,1202.29,Yes
CUST_03990,Female,34,0,No,No,26,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),38.23,908.07,No
CUST_03991,Male,39,0,No,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),70.0,1655.86,Yes
CUST_03992,Male,75,0,Yes,No,7,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,57.57,349.01,No
CUST_03993,Female,31,0,No,No,48,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),47.75,2237.05,No
CUST_03994,Male,40,0,Yes,Yes,6,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,48.89,299.87,Yes
